churn,sexo,idoso,possui parceiro,possui dependentes,tempo contrato,servico telefone,multiplas linhas,servico internet,suporte tecnico,streaming tv,streaming filmes,contrato conta,preco diario,cobrancas mensais,total de encargos,excedente a mensalidade,churn_label
0,Masculino,0,1,0,11,1,0,DSL,0,0,0,Mensal,1.5,45.9,521.9,476.0,Permaneceram
0,Feminino,1,0,0,56,1,1,Fibra optica,1,1,0,Dois anos,3.3,99.9,5706.3,5606.4,Permaneceram
0,Feminino,0,0,1,25,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.0,471.7,451.6,Permaneceram
0,Feminino,0,0,0,68,0,0,DSL,1,1,1,Dois anos,2.1,64.4,4539.6,4475.2,Permaneceram
0,Feminino,0,0,0,40,1,0,Nao disponivel,0,0,0,Dois anos,0.7,19.6,830.2,810.6,Permaneceram
1,Masculino,0,0,0,36,1,1,Fibra optica,0,0,1,Mensal,2.8,84.9,3067.2,2982.3,Saíram
1,Masculino,0,0,0,32,1,1,Fibra optica,1,1,1,Mensal,3.6,108.2,3432.9,3324.8,Saíram
0,Masculino,0,1,1,71,1,1,DSL,1,1,1,Dois anos,2.9,86.8,6263.8,6177.0,Permaneceram
0,Masculino,0,1,0,17,1,1,Fibra optica,0,1,1,Mensal,3.4,102.6,1742.5,1640.0,Permaneceram
0,Masculino,0,1,0,18,1,0,Fibra optica,1,0,0,Mensal,2.6,78.2,1468.8,1390.6,Permaneceram
0,Feminino,0,0,0,37,1,1,Fibra optica,0,0,0,Mensal,3.0,91.2,3382.3,3291.1,Permaneceram
0,Masculino,0,0,0,2,1,0,Nao disponivel,0,0,0,Mensal,0.6,19.4,46.4,27.0,Permaneceram
0,Feminino,0,1,1,28,1,0,Fibra optica,0,0,0,Um ano,2.3,70.4,1992.2,1921.8,Permaneceram
0,Masculino,0,0,0,9,0,0,DSL,0,0,0,Um ano,1.3,39.6,373.0,333.4,Permaneceram
0,Feminino,0,0,0,1,1,0,DSL,0,0,0,Mensal,1.7,50.2,50.2,0.0,Permaneceram
0,Masculino,0,1,0,65,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.4,1414.4,1394.0,Permaneceram
0,Feminino,0,0,0,3,1,0,DSL,0,0,0,Mensal,1.5,44.6,122.7,78.1,Permaneceram
1,Feminino,0,0,0,1,0,0,DSL,0,1,0,Mensal,1.2,34.7,34.7,0.0,Saíram
0,Masculino,0,1,0,36,1,0,Fibra optica,0,1,1,Mensal,3.1,93.6,3366.0,3272.5,Permaneceram
1,Masculino,0,0,0,23,1,1,Fibra optica,1,1,0,Mensal,3.0,90.6,1943.2,1852.6,Saíram
0,Masculino,0,1,1,22,1,0,DSL,1,0,0,Mensal,1.9,58.0,1271.8,1213.8,Permaneceram
0,Feminino,0,1,0,72,1,1,Fibra optica,1,1,1,Dois anos,3.7,112.1,7966.0,7853.8,Permaneceram
1,Feminino,0,1,1,17,1,1,Fibra optica,0,1,0,Mensal,2.9,88.2,1460.6,1372.4,Saíram
1,Feminino,0,0,0,3,1,0,Fibra optica,1,0,1,Mensal,2.9,85.8,272.2,186.4,Saíram
1,Masculino,0,1,0,58,1,0,DSL,0,0,0,Um ano,2.0,60.3,3563.8,3503.5,Saíram
0,Masculino,0,1,1,67,1,0,DSL,0,1,1,Dois anos,2.7,81.4,5398.6,5317.2,Permaneceram
0,Masculino,1,0,0,34,1,0,Fibra optica,0,1,1,Um ano,3.3,99.8,3343.2,3243.3,Permaneceram
0,Masculino,0,0,0,10,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.0,198.7,178.7,Permaneceram
0,Feminino,0,0,0,69,1,1,DSL,1,1,1,Dois anos,2.8,85.4,5897.4,5812.0,Permaneceram
0,Masculino,0,0,0,40,0,0,DSL,0,1,1,Um ano,2.1,62.0,2511.6,2449.5,Permaneceram
0,Masculino,0,0,0,20,1,0,DSL,0,0,1,Mensal,2.1,64.4,1398.6,1334.2,Permaneceram
0,Feminino,0,1,1,46,1,0,Nao disponivel,0,0,0,Dois anos,0.6,19.4,967.8,948.4,Permaneceram
1,Feminino,0,1,0,2,1,0,Fibra optica,0,0,0,Mensal,2.5,74.4,139.4,65.0,Saíram
1,Feminino,1,1,0,1,1,0,Fibra optica,0,0,0,Mensal,2.3,70.4,70.4,0.0,Saíram
0,Feminino,0,1,0,72,1,1,Fibra optica,0,1,1,Dois anos,3.5,105.0,7589.8,7484.8,Permaneceram
0,Masculino,0,1,1,70,1,1,Nao disponivel,0,0,0,Dois anos,0.8,25.2,1790.2,1765.0,Permaneceram
0,Feminino,0,0,0,2,1,0,Nao disponivel,0,0,0,Mensal,0.6,19.3,44.4,25.1,Permaneceram
0,Masculino,0,0,1,23,1,0,DSL,1,0,0,Mensal,1.8,55.3,1284.2,1228.9,Permaneceram
0,Masculino,0,1,0,36,1,1,Fibra optica,0,1,1,Mensal,3.2,95.4,3474.2,3378.8,Permaneceram
1,Masculino,1,1,0,59,1,1,Fibra optica,0,1,1,Mensal,3.1,93.8,5574.8,5480.9,Saíram
0,Masculino,0,0,0,67,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.5,1431.0,1410.4,Permaneceram
0,Masculino,0,1,1,72,1,1,Fibra optica,0,1,1,Dois anos,3.5,105.6,7542.2,7436.7,Permaneceram
1,Feminino,0,0,0,37,1,1,Fibra optica,0,1,1,Mensal,3.4,101.9,3545.4,3443.4,Saíram
0,Feminino,0,1,1,72,1,1,Nao disponivel,0,0,0,Dois anos,0.8,24.4,1709.1,1684.6,Permaneceram
0,Masculino,0,1,0,72,1,0,Nao disponivel,0,0,0,Dois anos,0.7,19.7,1421.9,1402.2,Permaneceram
1,Masculino,0,0,0,3,1,1,Fibra optica,0,0,0,Mensal,2.5,74.4,229.6,155.2,Saíram
1,Feminino,1,1,0,54,1,1,Fibra optica,0,1,1,Um ano,3.4,101.5,5373.1,5271.6,Saíram
1,Masculino,0,1,0,60,1,1,Fibra optica,0,1,0,Mensal,3.2,95.8,5742.9,5647.2,Saíram
0,Feminino,0,1,0,58,1,1,Fibra optica,0,1,1,Um ano,3.7,110.6,6526.6,6416.0,Permaneceram
0,Feminino,0,1,0,31,1,0,Fibra optica,0,0,1,Mensal,2.8,83.8,2674.2,2590.3,Permaneceram
0,Feminino,0,0,0,3,1,1,DSL,0,1,0,Mensal,2.0,60.2,170.5,110.2,Permaneceram
0,Masculino,0,0,0,55,1,0,DSL,1,0,0,Dois anos,2.0,59.2,3175.8,3116.6,Permaneceram
1,Feminino,0,0,0,1,1,0,DSL,0,0,0,Mensal,1.5,44.4,44.4,0.0,Saíram
0,Masculino,0,1,0,49,1,0,Fibra optica,0,1,0,Mensal,2.8,85.3,4298.0,4212.6,Permaneceram
1,Masculino,0,0,1,8,0,0,DSL,0,0,0,Mensal,0.8,25.5,215.2,189.7,Saíram
0,Feminino,1,0,0,39,1,1,Fibra optica,0,1,1,Mensal,3.3,99.8,4036.0,3936.2,Permaneceram
0,Masculino,0,1,0,66,1,1,DSL,0,0,0,Dois anos,2.2,66.1,4428.4,4362.3,Permaneceram
0,Feminino,0,1,1,15,1,0,Nao disponivel,0,0,0,Um ano,0.7,20.6,296.0,275.4,Permaneceram
0,Feminino,0,1,0,51,1,1,Fibra optica,0,1,1,Um ano,3.3,98.8,4947.6,4848.7,Permaneceram
0,Masculino,1,0,0,9,1,0,DSL,1,0,0,Mensal,1.6,49.2,447.9,398.7,Permaneceram
1,Feminino,0,0,0,1,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.9,20.9,0.0,Saíram
0,Masculino,0,0,0,25,1,0,Nao disponivel,0,0,0,Um ano,0.6,19.5,516.3,496.8,Permaneceram
0,Masculino,0,1,0,22,1,0,Fibra optica,0,1,0,Mensal,2.9,87.0,1850.6,1763.6,Permaneceram
0,Masculino,0,0,0,15,1,1,DSL,0,0,0,Mensal,1.6,49.0,749.2,700.2,Permaneceram
1,Feminino,0,1,1,28,1,0,Fibra optica,0,1,1,Um ano,3.0,90.1,2599.0,2508.8,Saíram
0,Masculino,0,0,0,3,1,0,Fibra optica,0,1,1,Mensal,3.0,90.7,237.6,147.0,Permaneceram
0,Feminino,0,1,0,47,1,1,Fibra optica,0,1,1,Mensal,3.4,100.5,4707.1,4606.6,Permaneceram
0,Feminino,0,0,0,67,1,1,DSL,1,1,1,Dois anos,2.8,85.2,5714.2,5629.0,Permaneceram
0,Feminino,1,0,0,18,1,0,Fibra optica,0,0,0,Mensal,2.5,74.7,1294.6,1219.9,Permaneceram
0,Masculino,0,1,0,62,1,0,DSL,1,0,0,Dois anos,2.0,60.2,3753.2,3693.0,Permaneceram
0,Feminino,0,0,0,41,1,1,DSL,0,1,1,Um ano,2.7,80.6,3263.9,3183.4,Permaneceram
0,Feminino,0,0,0,44,1,1,DSL,0,0,0,Mensal,1.7,50.2,2139.1,2089.0,Permaneceram
0,Feminino,0,0,0,53,1,0,Fibra optica,1,0,1,Um ano,3.1,94.4,5042.8,4948.3,Permaneceram
0,Masculino,0,1,0,48,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.0,1036.0,1016.0,Permaneceram
0,Feminino,1,1,0,54,1,1,Fibra optica,1,1,1,Um ano,3.9,115.6,6431.0,6315.4,Permaneceram
1,Feminino,0,1,0,48,0,0,DSL,0,0,1,Mensal,1.5,45.3,2145.0,2099.7,Saíram
0,Masculino,0,0,0,24,1,1,Fibra optica,0,1,1,Mensal,3.3,99.6,2404.8,2305.2,Permaneceram
0,Masculino,0,0,0,33,1,0,Fibra optica,1,0,0,Dois anos,2.7,80.6,2651.1,2570.5,Permaneceram
0,Masculino,0,1,0,66,1,1,DSL,1,1,1,Dois anos,2.8,85.2,5538.4,5453.1,Permaneceram
0,Feminino,0,1,1,3,1,0,Fibra optica,0,0,0,Mensal,2.3,69.6,200.2,130.6,Permaneceram
0,Feminino,0,0,0,13,0,0,DSL,1,0,0,Dois anos,1.2,35.4,450.4,415.0,Permaneceram
0,Masculino,0,1,1,63,1,1,DSL,0,1,1,Dois anos,2.8,83.5,5435.0,5351.5,Permaneceram
1,Feminino,0,1,1,23,1,0,Fibra optica,1,0,0,Mensal,2.8,83.8,1900.2,1816.4,Saíram
0,Masculino,0,0,1,52,1,1,Nao disponivel,0,0,0,Dois anos,0.9,25.6,1334.5,1308.9,Permaneceram
0,Masculino,0,0,0,3,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.8,67.1,46.3,Permaneceram
0,Masculino,0,0,0,10,1,0,DSL,0,0,1,Mensal,1.9,56.8,503.2,446.5,Permaneceram
0,Feminino,0,1,1,72,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.1,1460.8,1440.8,Permaneceram
0,Masculino,0,0,0,29,1,0,Fibra optica,1,1,1,Mensal,3.3,98.8,2807.1,2708.3,Permaneceram
0,Feminino,1,1,0,62,1,1,Fibra optica,0,1,1,Um ano,3.5,104.8,6312.9,6208.0,Permaneceram
1,Masculino,0,1,0,41,1,1,DSL,0,1,1,Um ano,2.4,73.0,3001.2,2928.2,Saíram
1,Masculino,0,0,0,43,1,1,Fibra optica,0,0,0,Mensal,2.6,77.8,3365.8,3288.0,Saíram
0,Feminino,0,0,1,26,1,0,Fibra optica,1,1,1,Dois anos,3.5,105.4,2715.3,2609.9,Permaneceram
0,Feminino,0,1,0,19,1,0,Fibra optica,0,1,1,Mensal,3.2,96.8,1743.0,1646.2,Permaneceram
0,Feminino,0,1,1,72,1,1,Nao disponivel,0,0,0,Dois anos,0.8,24.2,1784.5,1760.2,Permaneceram
0,Feminino,1,0,0,45,1,1,Fibra optica,0,1,1,Um ano,3.4,102.2,4735.4,4633.2,Permaneceram
0,Masculino,0,0,0,32,1,0,DSL,0,1,1,Um ano,2.2,64.8,2011.0,1946.1,Permaneceram
0,Masculino,0,0,0,41,1,1,Nao disponivel,0,0,0,Mensal,0.8,25.2,996.4,971.2,Permaneceram
0,Masculino,0,1,1,65,1,1,Nao disponivel,0,0,0,Dois anos,0.8,24.8,1715.1,1690.4,Permaneceram
1,Masculino,0,1,0,55,1,1,Fibra optica,0,1,0,Mensal,3.2,96.8,5238.9,5142.2,Saíram
0,Masculino,0,1,1,11,1,0,Nao disponivel,0,0,0,Dois anos,0.7,19.6,225.8,206.1,Permaneceram
0,Feminino,0,0,0,49,1,0,DSL,1,1,1,Dois anos,2.5,74.4,3721.9,3647.4,Permaneceram
0,Masculino,0,1,0,61,1,1,Fibra optica,1,1,0,Mensal,3.3,99.4,5943.6,5844.2,Permaneceram
0,Masculino,0,1,1,25,1,0,Nao disponivel,0,0,0,Mensal,0.6,19.2,477.6,458.4,Permaneceram
1,Feminino,0,0,0,1,1,0,Fibra optica,0,0,0,Mensal,2.3,69.5,69.5,0.0,Saíram
0,Feminino,0,0,1,23,1,0,DSL,1,0,0,Um ano,1.6,49.4,1119.4,1069.9,Permaneceram
0,Masculino,0,0,0,21,1,1,Fibra optica,0,0,0,Mensal,2.5,73.7,1558.7,1485.0,Permaneceram
1,Feminino,0,0,0,1,1,0,Fibra optica,0,0,1,Mensal,2.7,79.7,79.7,0.0,Saíram
1,Masculino,1,1,0,5,1,1,Fibra optica,0,0,0,Mensal,2.7,79.9,344.0,264.0,Saíram
0,Masculino,0,1,0,24,1,0,DSL,1,1,1,Um ano,2.5,74.4,1712.9,1638.5,Permaneceram
1,Feminino,1,0,0,27,1,1,Fibra optica,0,0,1,Mensal,2.9,88.3,2467.8,2379.4,Saíram
0,Feminino,0,1,0,70,1,0,Nao disponivel,0,0,0,Dois anos,0.7,19.8,1397.6,1377.9,Permaneceram
1,Feminino,1,0,0,5,1,0,Fibra optica,0,0,0,Mensal,2.5,75.6,349.6,274.1,Saíram
0,Masculino,0,1,1,46,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.2,917.4,897.2,Permaneceram
0,Feminino,0,1,1,2,1,0,Fibra optica,0,0,0,Mensal,2.4,71.6,135.8,64.1,Permaneceram
0,Feminino,0,1,1,57,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.1,1087.7,1067.6,Permaneceram
1,Feminino,0,0,0,1,1,0,Fibra optica,0,0,0,Mensal,2.4,71.1,71.1,0.0,Saíram
0,Feminino,1,1,0,60,1,1,Fibra optica,0,1,1,Um ano,3.4,100.5,6029.0,5928.5,Permaneceram
0,Masculino,0,1,1,37,1,1,DSL,1,0,0,Dois anos,2.1,62.8,2278.8,2216.0,Permaneceram
1,Masculino,0,0,1,1,1,0,Fibra optica,0,0,0,Mensal,2.3,70.4,70.4,0.0,Saíram
0,Masculino,0,1,1,28,1,0,Fibra optica,0,1,1,Um ano,3.3,100.4,2799.0,2698.6,Permaneceram
0,Feminino,1,0,0,24,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.3,460.0,439.6,Permaneceram
0,Feminino,0,0,0,62,1,1,Fibra optica,0,0,0,Um ano,3.1,92.0,5755.8,5663.8,Permaneceram
1,Feminino,0,0,1,18,1,0,Nao disponivel,0,0,0,Um ano,0.7,20.2,390.8,370.7,Saíram
1,Feminino,0,0,0,5,1,0,DSL,1,0,0,Mensal,1.8,54.2,308.2,254.0,Saíram
0,Feminino,0,1,1,20,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.4,442.6,422.2,Permaneceram
1,Feminino,0,0,0,1,1,0,Fibra optica,0,0,0,Mensal,2.4,70.8,70.8,0.0,Saíram
1,Masculino,0,0,0,35,1,0,Fibra optica,0,1,1,Um ano,3.4,102.4,3626.1,3523.8,Saíram
0,Feminino,1,0,0,52,0,0,DSL,1,1,0,Mensal,1.7,50.5,2566.3,2515.8,Permaneceram
1,Feminino,0,1,0,30,1,1,Fibra optica,0,0,1,Mensal,2.8,85.0,2624.2,2539.2,Saíram
0,Masculino,0,1,0,72,0,0,DSL,0,0,0,Dois anos,1.4,42.1,2962.0,2919.9,Permaneceram
1,Masculino,1,0,0,15,1,1,Fibra optica,0,0,0,Mensal,2.5,75.6,1146.6,1071.0,Saíram
0,Masculino,0,0,1,70,1,1,Fibra optica,1,1,1,Dois anos,3.8,114.6,7882.5,7767.9,Permaneceram
0,Masculino,0,0,1,66,1,1,DSL,1,0,0,Dois anos,2.2,65.7,4378.9,4313.2,Permaneceram
0,Masculino,1,1,0,55,1,1,Fibra optica,0,0,0,Mensal,2.5,74.0,4052.4,3978.4,Permaneceram
1,Feminino,1,1,0,55,1,1,Fibra optica,0,0,0,Mensal,2.8,85.4,4874.7,4789.2,Saíram
0,Masculino,1,1,0,57,1,1,DSL,0,1,0,Um ano,2.4,71.1,4140.1,4069.0,Permaneceram
0,Feminino,0,1,0,72,1,1,Fibra optica,0,1,1,Dois anos,3.7,109.6,8165.1,8055.6,Permaneceram
0,Feminino,0,1,0,28,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.5,563.0,542.6,Permaneceram
0,Masculino,0,1,0,54,1,0,DSL,0,1,1,Dois anos,2.5,74.6,4191.4,4116.9,Permaneceram
0,Masculino,1,1,1,24,1,1,Fibra optica,0,0,0,Mensal,2.7,79.8,1857.8,1777.9,Permaneceram
0,Feminino,0,1,0,2,1,0,DSL,0,0,1,Mensal,2.1,62.2,113.1,50.9,Permaneceram
0,Masculino,0,0,1,12,1,0,Nao disponivel,0,0,0,Mensal,0.7,21.0,235.8,214.8,Permaneceram
0,Masculino,1,0,0,51,1,1,Fibra optica,0,0,0,Um ano,2.7,79.6,3974.7,3895.1,Permaneceram
0,Masculino,0,0,0,13,1,0,DSL,1,1,1,Mensal,2.4,73.4,931.6,858.2,Permaneceram
0,Masculino,0,0,0,58,1,0,DSL,1,1,0,Dois anos,2.3,70.1,4049.0,3978.8,Permaneceram
0,Feminino,0,1,1,18,1,0,DSL,1,0,0,Um ano,1.8,54.4,957.1,902.7,Permaneceram
0,Feminino,0,1,0,29,1,0,Nao disponivel,0,0,0,Dois anos,0.7,19.6,521.8,502.2,Permaneceram
0,Feminino,0,1,1,72,1,1,DSL,1,1,0,Dois anos,2.5,74.6,5430.6,5356.1,Permaneceram
0,Masculino,0,1,1,71,1,1,Nao disponivel,0,0,0,Dois anos,0.8,23.9,1626.4,1602.5,Permaneceram
0,Feminino,0,0,0,70,0,0,DSL,1,0,0,Dois anos,1.5,44.6,3058.2,3013.6,Permaneceram
1,Masculino,0,0,0,9,1,1,Fibra optica,0,1,1,Mensal,3.2,95.5,829.1,733.6,Saíram
0,Feminino,0,1,1,20,1,1,Fibra optica,1,0,1,Mensal,3.2,95.5,1916.2,1820.7,Permaneceram
1,Masculino,0,0,0,69,1,1,DSL,1,0,1,Um ano,2.6,78.6,5356.4,5277.8,Saíram
0,Masculino,0,0,0,63,1,1,Fibra optica,1,1,0,Um ano,3.5,104.5,6590.8,6486.3,Permaneceram
0,Feminino,0,0,0,7,1,0,DSL,0,0,0,Mensal,2.0,61.4,438.9,377.5,Permaneceram
0,Feminino,0,1,1,69,0,0,DSL,0,0,1,Dois anos,1.5,44.0,2960.1,2916.2,Permaneceram
1,Masculino,0,1,1,5,1,1,Nao disponivel,0,0,0,Mensal,0.9,25.9,135.0,109.1,Saíram
0,Feminino,0,0,0,9,1,0,Fibra optica,0,0,0,Mensal,2.7,80.6,653.9,573.4,Permaneceram
0,Feminino,0,1,1,46,1,1,Fibra optica,1,0,1,Dois anos,3.3,99.6,4630.2,4530.6,Permaneceram
0,Masculino,1,1,0,60,1,0,Fibra optica,0,1,1,Um ano,3.3,98.0,5867.0,5769.0,Permaneceram
1,Masculino,1,1,0,27,1,1,Fibra optica,0,0,1,Mensal,3.2,95.6,2510.2,2414.6,Saíram
0,Feminino,0,1,0,16,1,1,Fibra optica,0,0,0,Mensal,3.0,90.7,1374.9,1284.2,Permaneceram
1,Feminino,0,1,1,22,1,0,Fibra optica,0,0,1,Mensal,2.8,83.3,1845.9,1762.6,Saíram
0,Feminino,0,1,1,41,1,1,Fibra optica,0,0,1,Um ano,3.4,101.6,3930.6,3829.0,Permaneceram
0,Feminino,1,0,0,4,1,0,Fibra optica,0,0,0,Mensal,2.4,72.8,317.8,245.0,Permaneceram
0,Feminino,0,0,0,24,1,1,Fibra optica,0,1,0,Mensal,3.0,89.0,2072.8,1983.8,Permaneceram
0,Feminino,0,0,0,38,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.3,743.0,722.8,Permaneceram
0,Feminino,0,0,0,25,1,1,DSL,1,1,0,Mensal,2.6,78.4,1837.9,1759.6,Permaneceram
0,Masculino,0,1,0,40,1,0,Fibra optica,0,0,0,Mensal,2.7,80.0,3168.8,3088.8,Permaneceram
1,Feminino,0,0,0,8,1,0,DSL,0,0,0,Mensal,1.7,49.8,365.6,315.7,Saíram
0,Masculino,0,1,1,13,1,0,Nao disponivel,0,0,0,Mensal,0.7,19.8,252.0,232.2,Permaneceram
0,Masculino,0,1,1,64,1,1,Fibra optica,0,0,0,Mensal,3.1,91.8,5960.5,5868.7,Permaneceram
1,Feminino,0,1,1,62,1,0,Fibra optica,0,1,1,Mensal,3.3,100.2,6283.3,6183.2,Saíram
0,Feminino,0,1,0,20,1,0,Fibra optica,0,0,0,Mensal,2.3,69.8,1540.4,1470.6,Permaneceram
1,Masculino,0,1,0,14,0,0,DSL,0,1,1,Mensal,1.5,46.4,667.7,621.4,Saíram
0,Feminino,0,0,0,57,1,0,DSL,1,1,0,Dois anos,2.3,69.8,3894.4,3824.6,Permaneceram
0,Masculino,0,0,1,12,1,0,DSL,0,1,1,Mensal,2.3,69.8,837.5,767.6,Permaneceram
0,Feminino,0,1,1,59,1,1,Nao disponivel,0,0,0,Dois anos,0.8,25.4,1534.0,1508.6,Permaneceram
0,Feminino,0,1,1,59,1,0,DSL,1,1,1,Dois anos,2.5,76.0,4542.4,4466.4,Permaneceram
1,Masculino,0,0,1,53,1,0,Nao disponivel,0,0,0,Dois anos,0.7,19.8,1052.4,1032.6,Saíram
0,Masculino,0,1,1,45,1,1,DSL,0,1,1,Um ano,2.6,78.8,3600.6,3521.9,Permaneceram
0,Masculino,0,1,0,50,1,0,Nao disponivel,0,0,0,Dois anos,0.7,19.8,1013.2,993.4,Permaneceram
1,Masculino,0,1,0,20,1,0,Fibra optica,0,1,1,Mensal,3.0,89.0,1820.4,1731.4,Saíram
1,Feminino,1,0,0,1,0,0,DSL,0,0,0,Mensal,0.8,25.2,25.2,0.0,Saíram
0,Feminino,0,1,1,70,1,0,Nao disponivel,0,0,0,Dois anos,0.6,19.2,1401.4,1382.2,Permaneceram
1,Masculino,1,1,0,1,0,0,DSL,0,0,0,Mensal,0.8,25.0,25.0,0.0,Saíram
1,Feminino,0,1,0,64,0,0,DSL,1,0,1,Dois anos,1.6,47.8,3147.5,3099.6,Saíram
1,Masculino,0,0,1,49,1,1,Fibra optica,0,0,0,Mensal,2.5,75.2,3678.3,3603.1,Saíram
1,Masculino,0,0,1,28,1,0,Fibra optica,0,0,0,Mensal,2.5,74.9,2068.6,1993.6,Saíram
0,Masculino,0,1,0,72,1,1,Fibra optica,1,1,1,Dois anos,3.7,111.9,8071.0,7959.2,Permaneceram
0,Feminino,0,0,0,13,1,0,Fibra optica,0,1,0,Mensal,2.7,81.9,1028.9,947.0,Permaneceram
0,Masculino,0,1,1,4,1,0,Nao disponivel,0,0,0,Mensal,0.6,18.8,84.2,65.4,Permaneceram
0,Feminino,0,0,0,53,1,0,Nao disponivel,0,0,0,Dois anos,0.6,18.7,1005.7,987.0,Permaneceram
0,Feminino,0,1,0,63,1,1,Fibra optica,0,0,0,Mensal,2.7,81.6,5029.0,4947.5,Permaneceram
0,Feminino,0,0,0,10,0,0,DSL,1,0,0,Dois anos,1.0,29.6,299.0,269.4,Permaneceram
0,Masculino,0,1,0,56,1,0,Nao disponivel,0,0,0,Um ano,0.7,20.0,1126.8,1106.8,Permaneceram
1,Masculino,0,0,0,10,1,0,DSL,0,0,0,Mensal,1.5,45.6,402.6,357.0,Saíram
0,Masculino,0,0,0,65,1,1,Fibra optica,1,0,1,Um ano,3.1,93.6,6069.2,5975.7,Permaneceram
0,Feminino,0,0,0,1,1,0,DSL,0,0,0,Mensal,1.6,48.4,48.4,0.0,Permaneceram
1,Feminino,1,0,0,21,0,0,DSL,0,1,0,Mensal,1.4,41.9,840.1,798.2,Saíram
0,Feminino,0,1,1,29,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.2,558.8,538.6,Permaneceram
0,Feminino,0,1,0,72,1,1,Nao disponivel,0,0,0,Dois anos,0.8,24.2,1776.4,1752.3,Permaneceram
1,Masculino,0,1,1,22,1,0,DSL,1,1,0,Um ano,2.2,67.5,1544.0,1476.6,Saíram
1,Feminino,0,0,0,23,1,1,Fibra optica,0,1,0,Mensal,3.0,90.0,2169.8,2079.8,Saíram
0,Masculino,0,1,0,40,1,1,DSL,1,1,0,Um ano,2.4,70.8,2921.8,2851.0,Permaneceram
1,Masculino,0,0,0,2,1,1,Fibra optica,0,0,0,Mensal,2.6,76.5,162.4,85.9,Saíram
1,Masculino,0,1,1,13,1,0,Fibra optica,0,0,1,Mensal,2.8,84.0,1095.3,1011.2,Saíram
1,Feminino,0,0,0,16,1,1,Fibra optica,0,0,1,Mensal,3.2,95.6,1555.6,1460.1,Saíram
1,Feminino,0,0,0,67,1,1,Fibra optica,0,1,0,Mensal,3.4,103.0,6886.2,6783.3,Saíram
0,Masculino,0,1,1,72,1,0,Nao disponivel,0,0,0,Dois anos,0.7,21.0,1493.8,1472.8,Permaneceram
0,Masculino,0,0,0,3,1,0,Fibra optica,1,0,0,Mensal,2.7,82.3,214.4,132.1,Permaneceram
1,Feminino,1,1,0,47,1,1,Fibra optica,0,0,0,Mensal,2.7,80.4,3825.8,3745.5,Saíram
0,Masculino,1,0,0,4,1,0,Fibra optica,0,0,0,Mensal,2.4,70.6,293.8,223.2,Permaneceram
0,Feminino,1,0,0,18,1,0,Fibra optica,0,0,0,Mensal,2.5,73.6,1359.4,1285.9,Permaneceram
1,Masculino,0,1,1,21,1,1,Fibra optica,0,1,1,Mensal,3.5,104.4,2158.0,2053.5,Saíram
0,Feminino,0,1,1,62,1,0,DSL,1,1,0,Um ano,2.4,70.8,4263.4,4192.7,Permaneceram
1,Masculino,0,0,0,7,1,1,Fibra optica,0,1,1,Mensal,3.3,98.0,713.0,615.0,Saíram
0,Masculino,0,0,0,29,1,0,DSL,0,0,0,Mensal,1.6,49.0,1323.7,1274.8,Permaneceram
0,Feminino,0,1,0,48,1,1,DSL,1,0,0,Um ano,2.0,60.6,2985.2,2924.6,Permaneceram
0,Masculino,0,1,1,53,1,1,DSL,1,1,1,Um ano,2.6,78.8,3942.4,3863.7,Permaneceram
0,Feminino,0,1,1,6,1,0,Nao disponivel,0,0,0,Um ano,0.6,19.0,105.5,86.5,Permaneceram
0,Masculino,0,1,0,22,1,0,DSL,1,0,0,Um ano,1.9,56.2,1292.2,1236.0,Permaneceram
1,Feminino,1,0,0,1,0,0,DSL,0,0,0,Mensal,0.9,25.8,25.8,0.0,Saíram
0,Masculino,0,1,0,72,1,1,Fibra optica,0,1,1,Dois anos,3.3,99.4,7285.7,7186.3,Permaneceram
0,Masculino,1,1,0,34,1,0,Fibra optica,0,1,0,Mensal,2.8,85.2,2874.4,2789.2,Permaneceram
0,Feminino,0,1,0,48,1,1,DSL,1,0,1,Um ano,2.3,69.6,3435.6,3366.0,Permaneceram
0,Feminino,0,1,0,21,0,0,DSL,0,0,0,Mensal,1.0,28.5,629.4,600.8,Permaneceram
0,Masculino,0,0,0,71,1,1,Fibra optica,1,0,1,Um ano,3.3,97.6,6687.8,6590.2,Permaneceram
0,Feminino,0,0,0,1,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.2,20.2,0.0,Permaneceram
0,Masculino,0,0,0,1,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.4,20.4,0.0,Permaneceram
